,osid_scrambled,site,tid_scrambled,neighbor1_scrambled,shelf,path,lim,crsin,crsout,member_list,neighbor1_final,neighbor1_lim,neighbor2_final,pathindex,date
21,8d4-6ce9a-fd,307,245-b413e-e8,5e6-e1336-79,1,220,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;CMD44-1-84,320-5e6-e1336-79-2-217,LIM-2-2,-,2,2020-02-12
22,8d4-6ce9a-fd,307,245-b413e-e8,245-b413e-e8,1,220,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;CMD44-1-84,307-245-b413e-e8-2-241,LIM-2-2,-,2,2020-02-12
23,bc1-89235-9c,307,245-b413e-e8,e67-72ccd-42,2,241,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91;CMD44-2-84,364-e67-72ccd-42-1-80,LIM-1-2,-,1,2020-02-12
24,bc1-89235-9c,307,245-b413e-e8,245-b413e-e8,2,241,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91;CMD44-2-84,307-245-b413e-e8-1-220,LIM-1-2,-,1,2020-02-12
25,54d-fdad8-4d,307,245-b413e-e8,86f-2b977-1b,5,224,LIM-5-2,ADJ-5-2-8,ADJ-5-2-5,CMD44-5-83;LIM-5-2-8;DSCM-5-91-1;LIM-5-2;OSC-5-1-1;WSSOPM-5-3;DSCM-5-91;CMD44-5-84,402-86f-2b977-1b-1-221,LIM-1-2,-,2,2020-02-12
26,54d-fdad8-4d,307,245-b413e-e8,245-b413e-e8,5,224,LIM-5-2,ADJ-5-2-8,ADJ-5-2-5,CMD44-5-83;LIM-5-2-8;DSCM-5-91-1;LIM-5-2;OSC-5-1-1;WSSOPM-5-3;DSCM-5-91;CMD44-5-84,307-245-b413e-e8-1-220,LIM-1-2,-,2,2020-02-12
27,f95-cbd33-1b,307,245-b413e-e8,2fe-e1ab1-fe,6,40,LIM-6-2,ADJ-6-2-8,ADJ-6-2-5,CMD44-6-83;LIM-6-2-8;LIM-6-2-5;LIM-6-2;OSC-6-1-1;WSSOPM-6-3;CMD44-6-84,386-2fe-e1ab1-fe-4-37,LIM-4-2,-,2,2020-02-12
28,f95-cbd33-1b,307,245-b413e-e8,245-b413e-e8,6,40,LIM-6-2,ADJ-6-2-8,ADJ-6-2-5,CMD44-6-83;LIM-6-2-8;LIM-6-2-5;LIM-6-2;OSC-6-1-1;WSSOPM-6-3;CMD44-6-84,307-245-b413e-e8-1-220,LIM-1-2,-,2,2020-02-12
29,c4c-9c6d2-b3,307,245-b413e-e8,10d-9c2b3-22,3,37,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;CMD44-3-84,319-10d-9c2b3-22-2-40,LIM-2-2,-,1,2020-02-12
30,c4c-9c6d2-b3,307,245-b413e-e8,245-b413e-e8,3,37,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;CMD44-3-84,307-245-b413e-e8-1-220,LIM-1-2,-,1,2020-02-12
31,ccb-290a6-56,307,245-b413e-e8,1fd-f9075-51,4,132,LIM-4-2,ADJ-4-2-8,ADJ-4-2-5,CMD44-4-83;LIM-4-2-8;LIM-4-2-5;LIM-4-2;OSC-4-1-1;WSSOPM-4-3;CMD44-4-84,358-1fd-f9075-51-4-129,LIM-4-2,-,2,2020-02-12
32,ccb-290a6-56,307,245-b413e-e8,245-b413e-e8,4,132,LIM-4-2,ADJ-4-2-8,ADJ-4-2-5,CMD44-4-83;LIM-4-2-8;LIM-4-2-5;LIM-4-2;OSC-4-1-1;WSSOPM-4-3;CMD44-4-84,307-245-b413e-e8-1-220,LIM-1-2,-,2,2020-02-12
33,c83-36153-be,223,2ea-e3fa1-dd,1a4-facc5-f6,1,21,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,222-1a4-facc5-f6-1-24,LIM-1-2,-,1,2020-02-12
34,c83-36153-be,223,2ea-e3fa1-dd,2ea-e3fa1-dd,1,21,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,223-2ea-e3fa1-dd-1-20,LIM-1-14,-,1,2020-02-12
35,433-d5e1f-74,223,2ea-e3fa1-dd,ef9-f2005-d1,1,20,LIM-1-14,ADJ-1-14-8,ADJ-1-14-5,CMD44-1-84;LIM-1-14-8;LIM-1-14-5;LIM-1-14;OSC-1-1-2;WSSOPM-1-13,224-ef9-f2005-d1-1-17,LIM-1-2,-,2,2020-02-12
36,433-d5e1f-74,223,2ea-e3fa1-dd,2ea-e3fa1-dd,1,20,LIM-1-14,ADJ-1-14-8,ADJ-1-14-5,CMD44-1-84;LIM-1-14-8;LIM-1-14-5;LIM-1-14;OSC-1-1-2;WSSOPM-1-13,223-2ea-e3fa1-dd-1-21,LIM-1-2,-,2,2020-02-12
37,9cc-c367a-71,37,206-51b0d-8e,eae-f4996-b2,1,1,LIM-1-1,ADJ-1-1-8,ADJ-1-1-5,LIM-1-1-8;LIM-1-1-5;LIM-1-1;OSC-1-4-1,36-eae-f4996-b2-3-2,LIM-3-2,38-936-5722e-f1-1-1,5,2020-02-12
38,c58-254dd-32,330,4d9-4950d-eb,118-e2964-8d,1,16,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-4,327-118-e2964-8d-1-13,LIM-1-2,-,2,2020-02-12
39,c58-254dd-32,330,4d9-4950d-eb,4d9-4950d-eb,1,16,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-4,330-4d9-4950d-eb-2-13,LIM-2-2,-,2,2020-02-12
40,8ca-697a5-16,330,4d9-4950d-eb,de0-0b395-6d,2,13,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91;LIM-2-4,329-de0-0b395-6d-1-16,LIM-1-2,-,1,2020-02-12
41,8ca-697a5-16,330,4d9-4950d-eb,4d9-4950d-eb,2,13,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91;LIM-2-4,330-4d9-4950d-eb-1-16,LIM-1-2,-,1,2020-02-12
42,5f4-e69d7-48,379,f3d-d885d-62,3c3-46236-92,2,72,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,393-3c3-46236-92-2-69,LIM-2-2,-,2,2020-02-12
43,5f4-e69d7-48,379,f3d-d885d-62,f3d-d885d-62,2,72,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,379-f3d-d885d-62-1-69,LIM-1-2,-,2,2020-02-12
44,b2d-d43fe-41,379,f3d-d885d-62,2fe-e1ab1-fe,1,69,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,386-2fe-e1ab1-fe-2-72,LIM-2-2,-,1,2020-02-12
45,b2d-d43fe-41,379,f3d-d885d-62,f3d-d885d-62,1,69,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91,379-f3d-d885d-62-2-72,LIM-2-2,-,1,2020-02-12
46,279-dd8a8-e9,424,ffc-d8aec-b9,cca-70247-1e,2,245,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,423-cca-70247-1e-4-248,LIM-4-2,-,1,2020-02-12
47,279-dd8a8-e9,424,ffc-d8aec-b9,ffc-d8aec-b9,2,245,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3,424-ffc-d8aec-b9-1-248,LIM-1-2,-,1,2020-02-12
48,d08-629cf-71,424,ffc-d8aec-b9,c69-38394-a1,1,248,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-6,450-c69-38394-a1-1-245,LIM-1-2,-,2,2020-02-12
49,d08-629cf-71,424,ffc-d8aec-b9,ffc-d8aec-b9,1,248,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-6,424-ffc-d8aec-b9-2-245,LIM-2-2,-,2,2020-02-12
50,fdc-a2428-e7,359,afe-b9f62-22,e27-957d1-6f,1,65,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,339-e27-957d1-6f-3-68,LIM-3-2,-,1,2020-02-12
51,fdc-a2428-e7,359,afe-b9f62-22,afe-b9f62-22,1,65,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3,359-afe-b9f62-22-4-57,LIM-4-2,-,1,2020-02-12
52,b5c-7a048-05,359,afe-b9f62-22,15b-4d7ae-15,4,57,LIM-4-2,ADJ-4-2-8,ADJ-4-2-5,CMD44-4-83;LIM-4-2-8;DSCM-4-91-1;LIM-4-2;OSC-4-1-1;WSSOPM-4-3;DSCM-4-91,361-15b-4d7ae-15-1-60,LIM-1-2,-,1,2020-02-12
53,b5c-7a048-05,359,afe-b9f62-22,afe-b9f62-22,4,57,LIM-4-2,ADJ-4-2-8,ADJ-4-2-5,CMD44-4-83;LIM-4-2-8;DSCM-4-91-1;LIM-4-2;OSC-4-1-1;WSSOPM-4-3;DSCM-4-91,359-afe-b9f62-22-1-65,LIM-1-2,-,1,2020-02-12
54,a0a-52ed1-72,359,afe-b9f62-22,821-6d9a7-60,3,4,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;CMD44-3-84,415-821-6d9a7-60-2-1,LIM-2-2,-,2,2020-02-12
55,a0a-52ed1-72,359,afe-b9f62-22,afe-b9f62-22,3,4,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;LIM-3-2-5;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;CMD44-3-84,359-afe-b9f62-22-1-65,LIM-1-2,-,2,2020-02-12
56,08a-93950-22,359,afe-b9f62-22,ea7-cbe31-88,2,1,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,373-ea7-cbe31-88-1-4,LIM-1-2,-,1,2020-02-12
57,08a-93950-22,359,afe-b9f62-22,afe-b9f62-22,2,1,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,359-afe-b9f62-22-1-65,LIM-1-2,-,1,2020-02-12
58,c9a-93583-d1,388,37b-99706-aa,1b1-f3311-75,2,140,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91;LIM-2-4,401-1b1-f3311-75-5-137,LIM-5-2,-,2,2020-02-12
59,c9a-93583-d1,388,37b-99706-aa,37b-99706-aa,2,140,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91;LIM-2-4,388-37b-99706-aa-1-137,LIM-1-2,-,2,2020-02-12
60,a82-9443a-40,388,37b-99706-aa,375-d9a88-08,1,137,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-4,387-375-d9a88-08-3-140,LIM-3-2,-,1,2020-02-12
61,a82-9443a-40,388,37b-99706-aa,37b-99706-aa,1,137,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-4,388-37b-99706-aa-2-140,LIM-2-2,-,1,2020-02-12
62,f72-9de93-65,355,12f-0ee73-9d,cfd-47ed5-d5,2,188,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;LIM-2-4,351-cfd-47ed5-d5-2-185,LIM-2-2,-,2,2020-02-12
63,f72-9de93-65,355,12f-0ee73-9d,12f-0ee73-9d,2,188,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;LIM-2-2-5;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;LIM-2-4,355-12f-0ee73-9d-1-185,LIM-1-2,-,2,2020-02-12
64,29e-8a631-16,355,12f-0ee73-9d,8cd-8ccea-4b,1,185,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;LIM-1-4,356-8cd-8ccea-4b-2-188,LIM-2-2,-,1,2020-02-12
65,29e-8a631-16,355,12f-0ee73-9d,12f-0ee73-9d,1,185,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;DSCM-1-91-1;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;DSCM-1-91;LIM-1-4,355-12f-0ee73-9d-2-188,LIM-2-2,-,1,2020-02-12
66,29e-8a631-16,356,8cd-8ccea-4b,12f-0ee73-9d,2,188,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,355-12f-0ee73-9d-1-185,LIM-1-2,-,2,2020-02-12
67,29e-8a631-16,356,8cd-8ccea-4b,8cd-8ccea-4b,2,188,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91,356-8cd-8ccea-4b-1-185,LIM-1-2,-,2,2020-02-12
68,de1-9341f-30,356,8cd-8ccea-4b,22a-71a0e-27,1,185,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-4,354-22a-71a0e-27-2-188,LIM-2-2,-,1,2020-02-12
69,de1-9341f-30,356,8cd-8ccea-4b,8cd-8ccea-4b,1,185,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;LIM-1-4,356-8cd-8ccea-4b-2-188,LIM-2-2,-,1,2020-02-12
70,de2-6a827-11,470,e46-30657-f9,641-c78fd-3b,3,177,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;DSCM-3-91-1;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;DSCM-3-91;CMD44-3-84,490-641-c78fd-3b-2-180,LIM-2-2,-,1,2020-02-12
71,de2-6a827-11,470,e46-30657-f9,e46-30657-f9,3,177,LIM-3-2,ADJ-3-2-8,ADJ-3-2-5,CMD44-3-83;LIM-3-2-8;DSCM-3-91-1;LIM-3-2;OSC-3-1-1;WSSOPM-3-3;DSCM-3-91;CMD44-3-84,470-e46-30657-f9-2-125,LIM-2-2,-,1,2020-02-12
72,df0-f7953-76,470,e46-30657-f9,397-dabdc-35,2,125,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91;CMD44-2-84,501-397-dabdc-35-1-128,LIM-1-2,-,1,2020-02-12
73,df0-f7953-76,470,e46-30657-f9,e46-30657-f9,2,125,LIM-2-2,ADJ-2-2-8,ADJ-2-2-5,CMD44-2-83;LIM-2-2-8;DSCM-2-91-1;LIM-2-2;OSC-2-1-1;WSSOPM-2-3;DSCM-2-91;CMD44-2-84,470-e46-30657-f9-3-177,LIM-3-2,-,1,2020-02-12
74,88f-c0893-cd,470,e46-30657-f9,fe0-9215d-26,4,32,LIM-4-2,ADJ-4-2-8,ADJ-4-2-5,CMD44-4-83;LIM-4-2-8;LIM-4-2-5;LIM-4-2;OSC-4-1-1;WSSOPM-4-3;CMD44-4-84,471-fe0-9215d-26-1-29,LIM-1-2,-,2,2020-02-12
75,88f-c0893-cd,470,e46-30657-f9,e46-30657-f9,4,32,LIM-4-2,ADJ-4-2-8,ADJ-4-2-5,CMD44-4-83;LIM-4-2-8;LIM-4-2-5;LIM-4-2;OSC-4-1-1;WSSOPM-4-3;CMD44-4-84,470-e46-30657-f9-3-177,LIM-3-2,-,2,2020-02-12
76,5ef-853cf-95,470,e46-30657-f9,311-c16d6-08,1,29,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;CMD44-1-84,469-311-c16d6-08-2-32,LIM-2-2,-,1,2020-02-12
77,5ef-853cf-95,470,e46-30657-f9,e46-30657-f9,1,29,LIM-1-2,ADJ-1-2-8,ADJ-1-2-5,CMD44-1-83;LIM-1-2-8;LIM-1-2-5;LIM-1-2;OSC-1-1-1;WSSOPM-1-3;CMD44-1-84,470-e46-30657-f9-3-177,LIM-3-2,-,1,2020-02-12
78,147-1cd96-03,470,e46-30657-f9,b68-dac2f-1d,5,113,LIM-5-2,ADJ-5-2-8,ADJ-5-2-5,CMD44-5-83;LIM-5-2-8;LIM-5-2-5;LIM-5-2;OSC-5-1-1;WSSOPM-5-3,489-b68-dac2f-1d-1-116,LIM-1-2,-,1,2020-02-12
